"","PRISM.7122","PRISM.7147","PRISM.7150","PRISM.7153","PRISM.7184","PRISM.7238","PRISM.7406","PRISM.7408","PRISM.7421","PRISM.7445","PRISM.7486","PRISM.7496","PRISM.7506","PRISM.7547","PRISM.7658","PRISM.7662","PRISM.7744","PRISM.7759","PRISM.7762","PRISM.7776","PRISM.7791","PRISM.7843","PRISM.7847","PRISM.7852","PRISM.7855","PRISM.7858","PRISM.7860","PRISM.7861","PRISM.7862","PRISM.7870","PRISM.7874","PRISM.7875","PRISM.7879","PRISM.7897","PRISM.7899","PRISM.7904","PRISM.7906","PRISM.7908","PRISM.7909","PRISM.7910","PRISM.7911","PRISM.7912","PRISM.7938","PRISM.7941","PRISM.7947","PRISM.7948","PRISM.7955","PRISM.7971","PRISM.7989","PRISM.8095","PRISM.8096","PRISM.8101","PRISM.8106","PRISM.8129","PRISM.8226","PRISM.8244","PRISM.8264","PRISM.8275","PRISM.8283","PRISM.8332","PRISM.8336","PRISM.8361","PRISM.8374","PRISM.8377","PRISM.8406","PRISM.8441","PRISM.8444","PRISM.8447","PRISM.8452","PRISM.8458","PRISM.8462","PRISM.8464","PRISM.8466","PRISM.8467","PRISM.8475","PRISM.8480","PRISM.8483","PRISM.8485","PRISM.8496","PRISM.8502","PRISM.8503","PRISM.8511","PRISM.8513","PRISM.8515","PRISM.8523","PRISM.8534","PRISM.8537","PRISM.8550","PRISM.8564","PRISM.8565","PRISM.8573","PRISM.8577","PRISM.8589","PRISM.8591","PRISM.8592","PRISM.8605","PRISM.8624","PRISM.8628","PRISM.8629","PRISM.8667","PRISM.8675","PRISM.8683","PRISM.8692","PRISM.8696","PRISM.8728","PRISM.8734","PRISM.8735","PRISM.8746","PRISM.8749","PRISM.8753","PRISM.8754","PRISM.8758","PRISM.8764","PRISM.8765","PRISM.8774","PRISM.8776","PRISM.8778","PRISM.8783","PRISM.8784","PRISM.8785","PRISM.8788","PRISM.8789","PRISM.8794","PRISM.8795","PRISM.8800","PRISM.8802","PRISM.8803","PRISM.8805","PRISM.8806","PRISM.8807","PRISM.8809","PRISM.8815","PRISM.8841","PRISM.8843","PRISM.8844","PRISM.8846","PRISM.8847","PRISM.8849","PRISM.8878","PRISM.8882","PRISM.8892","PRISM.8894","PRISM.8898","PRISM.8924","PRISM.8932","PRISM.8982","PRISM.8998","PRISM.9010","PRISM.9018","PRISM.9030","PRISM.9033","PRISM.9074","PRISM.9079","PRISM.9126","PRISM.9148","Validation.LLDeep_0001","Validation.LLDeep_0003","Validation.LLDeep_0010","Validation.LLDeep_0011","Validation.LLDeep_0012","Validation.LLDeep_0015","Validation.LLDeep_0018","Validation.LLDeep_0021","Validation.LLDeep_0022","Validation.LLDeep_0024","Validation.LLDeep_0026","Validation.LLDeep_0027","Validation.LLDeep_0028","Validation.LLDeep_0029","Validation.LLDeep_0030","Validation.LLDeep_0033","Validation.LLDeep_0034","Validation.LLDeep_0037","Validation.LLDeep_0039","Validation.LLDeep_0043","Validation.LLDeep_0047","Validation.LLDeep_0052","Validation.UMCG0333264","Validation.UMCG1180653","Validation.UMCG1576297","Validation.UMCG1705352","Validation.UMCG1708847","Validation.UMCG2023308","Validation.UMCG2136686","Validation.UMCG2739287","Validation.UMCG2788516","Validation.UMCG3243705","Validation.UMCG3299495","Validation.UMCG3321127","Validation.UMCG3595094","Validation.UMCG3748218","Validation.UMCG4000898","Validation.UMCG4081271","Validation.UMCG4268471","Validation.UMCG4722506","Validation.UMCG4789724","Validation.UMCG4851027","Validation.UMCG5113553","Validation.UMCG5308346","Validation.UMCG5437940","Validation.UMCG5613882","Validation.UMCG5792346","Validation.UMCG5921444","Validation.UMCG6047689","Validation.UMCG6054655","Validation.UMCG6262744","Validation.UMCG6628208","Validation.UMCG6720116","Validation.UMCG6738619","Validation.UMCG6868484","Validation.UMCG6966873","Validation.UMCG7115152","Validation.UMCG7198526","Validation.UMCG7563651","Validation.UMCG8089650","Validation.UMCG8255148","Validation.UMCG8438880","Validation.UMCG9119812","Validation.UMCG9189151","Validation.UMCG9830707"
"C01753",814.322,31.1125,32.7127,13.3158,454.427,110.078,103.253,66.4628,930.231,48.6132,407.646,1188.31,42.8546,625.986,451.31,11.3831,1e-28,1059.8,155.298,144.625,24.2593,18.5547,368.628,587.589,50.3761,45.472,447.501,4074.77,600.271,1488.74,5471.75,71.669,32.9319,244.82,592.038,112.507,46.3846,293.838,1e-28,34.5137,2179.56,227.632,97.1574,133.624,46.3465,49.6105,52.5985,217.756,78.2239,49.9289,346.261,31.6205,264.703,175.647,41.2389,314.552,68.6685,51.8312,1518.39,56.2149,50.0881,1773.29,258.593,794.851,1060.83,23.9237,14.2997,14.0272,526.713,797.337,123.928,1147.95,34.18,1162.27,284.804,1e-28,202.534,102.412,1120.62,73.6382,43.0561,1701.96,758.973,372.989,59.7523,204.014,85.5628,184.004,898.506,55.675,272.27,28.9979,85.7303,90.661,364.822,108.215,763.014,1e-28,1366.22,239.396,221.665,13.2207,20.2634,344.585,29.6876,110.248,489.933,136.825,36.5733,361.808,26.0081,240.171,23.5287,11.3283,173.268,17.5261,10.1862,237.353,589.457,111.057,28.2125,27.4318,458.097,151.167,322.374,41.7256,544.358,137.142,116.446,797.429,290.068,220.874,332.374,106.998,444.605,1107.37,274.186,211.28,268.707,131.256,2533.61,1e-28,320.323,1e-28,119.893,1e-28,95.0749,40.4912,189.06,255.424,11.4405,64.9762,47.3598,117.904,173.564,22.2423,31.7626,6.9156,15.9323,18.8285,17.7212,16.0689,1e-28,21.5456,27.814,47.4119,774.411,237.279,24.5893,247.501,1e-28,83.1997,27.9097,265.569,39.1748,17.0447,123.201,343.698,46.4896,11.7313,22.1258,17.8975,433.756,33.2152,707.009,361.584,32.3475,82.9837,1075.94,132.658,567.76,87.9091,18.1328,230.845,27.4484,22.3131,313.464,1025.4,31.6748,87.5179,146.766,216.24,32.5816,41.7504,35.6817,50.8783,1013.53,30.243,34.8428,1e-28,19.9973,89.9491,69.1477,10.1547,14.8919,75.502,357.057,35.4689,343.836,706.775
"C01879",1123.42,473.616,749.021,352.548,568.216,427.702,371.953,558.593,969.046,558.604,764.747,1369.57,699.91,332.418,990.054,845.031,253.867,1107.62,1341.63,1679.68,1204.16,319.987,1983.66,1017.73,1604.87,817.986,1896.62,817.533,900.08,416.754,718.41,5043.72,1093.28,1137.77,942.592,749.793,1053.79,1047.03,316.359,1321.15,1908.78,1026.01,1988.21,1565.84,469.525,483.538,281.479,472.992,2225.19,119.58,1880.33,660.715,4866.74,973.975,752.463,973.563,14109.7,1791.34,133.731,261.157,7846.56,1429.93,1656.28,1931.19,2683.31,1391.29,274.093,702.041,7063.03,904.362,598.484,380.936,912,2855.81,1495.31,2101.31,909.907,457.571,1857.65,7505.31,445.51,1895.97,1042.9,1528.59,5420.4,2077.7,184.368,1031.49,1321.78,7726.5,1081.25,525.437,1862.33,1878.85,941.613,7857.29,1332.29,832.988,1593.26,372.392,955.292,369.132,251.599,115.486,693.673,104.835,742.956,1362.1,50.2244,642.243,38.211,2687.94,385.676,268.436,2384.42,381.067,490.667,2046.21,1353.18,287.961,1e-28,207.337,273.178,126.67,35.7805,1142.38,2364.31,840.17,43.7279,1803.9,267.617,1150.57,350.579,659.972,1e-28,2356.32,322.381,7536.97,584.064,7808.11,1285.86,3180.45,88.0675,1323.39,1478.02,561.149,1063.45,1197.75,305.879,114.812,41.4845,274.607,1017.67,1176.36,466.042,946.105,2286.41,1308.04,992.947,830.52,1278.47,549.838,776.939,749.806,696.667,2965.61,1536.8,1163.06,806.25,1841.64,963.102,1587,579.16,1684.76,1209.56,518.033,618.732,2229.09,609.507,681.441,865.964,863.491,2874.39,1272.26,2266.78,1916.94,718.556,1966.26,992.982,2703.85,1607.93,2580.2,1057.59,2215.34,1103.25,661.653,1028.97,3935.31,1464.96,1436.29,845.432,1435.72,2513.07,367.027,1704.5,1455.67,5433.55,2048.41,1288.05,333.199,874.842,1015.02,1001.7,347.711,5914.93,675.658,2506.11,2386.99,1903.53,878.325
"C01921",1.07903,1e-28,6.91435,13.0822,12.1008,31.0592,31092.8,548.069,11.9579,1150.36,36.453,1e-28,11.9191,210.823,39.2583,2.98014,3.1481,78.7121,19.1392,149.609,2.61846,124.236,45.1709,24.3465,8.50489,17.1866,7.37436,34.5259,8.10857,12.7648,10.5639,8.11141,7.12119,33.4903,9.57506,34.9665,1.48357,29.9475,104.348,22.3986,1.85395,4.39733,47.9868,231.956,276.877,81.7122,5.32904,3653.82,113.494,985.802,10.0692,41.023,76.4123,1e-28,1e-28,3.39839,1186.71,40.1868,5.25233,21.2977,371.9,29.6233,107.156,5.37492,21.8698,3.91143,3.06169,2.37287,2844.19,6.04683,20.9586,12.5867,16.7806,5.15903,44.1699,1e-28,153.123,32.476,10.1295,35.7092,1e-28,55.6969,1e-28,9.11903,1e-28,4992.65,103.161,35.5647,187.96,5679.4,78.2125,1e-28,46.2757,172.713,59.6921,7.5813,40.0617,1e-28,830.063,223.741,331.45,7.94261,52.1928,24.6458,1.67482,3.95991,464.267,47556,907.079,59.7942,151.442,113.115,1e-28,8.18249,2.94392,6.36141,3.38085,44.7511,4.43604,26.4162,13.3305,3.95942,40.4252,8.61681,16.4285,16.8471,1.64931,33.2732,185.074,30.8815,730.517,7.50618,247.062,8.58574,1080.37,11.7517,5.74526,24480.8,39.8655,240.527,29.257,24.1626,49.1345,5.81799,14.9396,62.5641,59.4113,1e-28,20.9058,42.3867,1e-28,1e-28,292.037,145.303,168.603,6.33279,1e-28,4.14758,38.4551,1e-28,6.06063,3.75221,3.96883,79.2761,10.5301,54.9637,2.68319,1e-28,1.7085,77.4409,1.88361,5.73693,27.6719,65.7782,1522.48,30.5691,2.60908,46.4665,12.2587,106.245,2.00966,4.21449,44.2024,19.4743,12.7581,276.63,1e-28,11.852,1e-28,0.945742,1e-28,1e-28,7.2836,21028.4,4.0306,1e-28,188.288,26.3461,69.7904,47.0675,57.9829,1853.58,84.9962,13.2179,1e-28,43.198,97.3069,55.152,46.9695,2.27718,1e-28,31.6674,39.8806,19.5455,26.8337,1e-28,1e-28,22.8633,3.37412,32.965
"C01970",614.656,23.2725,67.4919,9.56054,110.929,155.258,13.5861,161.053,111.937,330.801,70.3185,23.1805,13.0409,19.1839,148.566,43.2407,129.545,214.151,13.4311,91.8147,207.847,102.667,119.127,119.678,72.0739,141.198,212.713,971.932,46.1098,152.458,51.8575,581.371,15.6222,120.372,14.527,58.7247,35.6109,138.794,45.2102,133.105,11.5388,41.6847,213.232,389.387,49.6874,1625.35,161.757,242.8,57.4416,57.2782,133.617,74.516,692.639,27.2522,365.115,19.3319,84.854,553.353,8.54944,57.1863,487.699,511.133,761.456,158.302,351.837,162.82,37.6366,187.498,405.631,116.521,168.084,104.938,143.993,2419.87,133.137,39.5297,138.124,1694.06,117.288,109.012,44.6197,325.871,32.8972,1e-28,27.0457,146.785,158.578,16.3702,316.717,104.515,1e-28,69.3691,85.4115,71.8567,111.156,156.582,1188.69,30.0583,319.596,1e-28,86.7975,86.2203,16.9084,72.0474,10.2006,55.1373,20.5307,21.5017,65.6651,84.4808,69.9712,31.1782,5.89017,80.9259,55.0871,47.3053,9.98607,203.556,13.5902,216.395,17.9176,87.1303,129.528,76.7721,231.689,90.9721,20.7795,39.3699,72.0102,143.385,16.7086,219.01,1e-28,22.1136,76.111,57.135,26.087,306.212,47.7925,3171.37,200.824,37.0502,64.138,5.81885,1349.23,6.0906,18.8071,12.1947,85.6373,114.894,15.0601,527.947,65.8012,1e-28,539.483,50.2782,822.017,468.112,207.481,123.463,276.948,130.595,113.263,51.4512,99.127,966.879,120.199,209.167,138.378,462.417,82.8309,72.9102,55.7401,730.117,612.668,195.035,172.364,452.982,79.7202,133.275,72.8759,53.2992,207.339,69.7949,163.518,84.1049,43.7905,59.9729,207.45,158.483,83.7739,144.52,5.57493,162.321,76.2955,23.343,152.056,372.751,49.9671,429.482,574.649,285.879,141.006,40.1579,133.333,38.7603,174.065,165.862,75.9212,40.9466,82.8775,404.685,110.164,237.922,139.666,46.928,241.952,66.4322,75.9148,128.656
"C01996",1478.75,512.132,1636.81,1313.56,29447.4,1893.5,89.1813,582.085,645.423,386.402,804.051,1349.93,735.809,1044.44,574.164,11005.2,2890.98,740.536,971.556,79.5558,2242.38,31.0375,1748.78,2359.2,26408.4,16473.2,2686.22,1166.48,1366.82,3568.25,5620.78,77.8995,7203.81,998.744,13685.2,1394.94,1880.99,303.008,25536.9,422.412,662.424,1131.66,496.977,4195.8,1915.38,2449.46,2531.87,73.7648,116.335,1e-28,164.353,8046.3,1399.16,961.18,1e-28,10096,7.58964,198.77,589.942,530.486,72.2223,1644.28,2126.55,152.247,1511.25,31879.9,229.943,2968,18.2112,3285.25,168.293,828.671,3616.52,481.658,1025.61,997.892,1595.31,1856.33,2428.66,8.33014,302.833,2674.56,241.986,1394.83,699.887,91.7078,422.982,3148.45,671.649,26.9738,1402.33,7832.55,1159.18,429.559,1095.14,73.1411,4078.04,8603.51,108.048,16943.7,1058.06,22.7705,1612.75,215.699,14671.9,1430.49,32.1083,26.0019,24.8835,317.792,2428.46,159.111,1726.17,53.7534,3117.96,487.554,4310.57,653.529,15.3314,2258.92,683.272,2598.3,456.312,317.065,154.294,708.993,25668.6,23.6194,34.7037,1406.58,73.6805,680.159,23.0327,157.432,58.8864,155.903,2403.18,402.799,993.841,432.241,94.8698,14632.4,39.0934,9635.83,11.3185,42.8542,25.5778,1306.45,618.195,621.662,18.1375,1454.21,377.328,173.391,3470.11,289.222,735.671,5692.56,4287.57,2187.26,6902.19,20.2598,82707.6,2961.41,3670.08,495.354,4333.48,3822.54,1682.48,471.936,129.091,3656.37,1e-28,1388.49,479.557,213.565,2401.74,75.9112,391.142,9.34171,1713.39,284.25,254.557,21370,1072,30.2859,574.406,52.6598,290.958,1003.93,2078.55,1073.33,1809.7,15.517,630.181,957.645,126.901,2030.21,533.082,572.271,328.537,125.131,2062.35,1308.99,694.312,26.3178,1055.54,1632.93,3411.15,3363.9,3280.97,2598.62,682.422,149.249,73.3541,659.672,214.132,48.7053,3071.8,921.716
"C02067",131.853,1e-28,192.618,1e-28,465.838,1e-28,11.3023,349.92,479.638,475.295,198.205,44.9378,5.02552,31.2703,498.641,1107.98,445.044,321.953,45.0094,200.385,603.349,378.947,356.561,635.234,1772.52,877.824,238.456,1661.83,664.204,648.179,862.483,242.05,541.826,480.011,1968.78,519.316,595.13,576.854,547.126,679.934,171.885,1055.55,54.3801,130.813,228.042,87.1886,1047.58,1e-28,265.932,107.768,154.781,76.356,270.053,370.618,72.3558,21.3868,273.083,127.818,14.1006,32.5232,483.56,2077.58,266.543,465.311,63.0496,1062.25,742.824,3481.28,25.8724,465.207,345.105,1e-28,192.303,2149.69,461.868,507.64,259.108,74.0076,110.858,460.991,743.974,229.021,1569.84,105.95,439.3,308.828,9.07527,132.667,240.939,2004.91,168.677,1221.78,343.44,350.63,308.927,260.453,254.405,341.146,630.195,15.1243,49.7964,380.886,7.37662,1.36398,11.6862,13.3236,3.5409,318.45,37.4381,13.2216,9.35146,2.72864,77.5653,32.5217,19.5204,17.4119,25.4842,5.02286,17.4752,143.227,12.9395,10.7158,5.59278,10.593,8.22818,45.4704,16.4928,32.1997,1e-28,3.14835,7.34586,8.18964,1e-28,49.8605,7.76782,6.6122,18.2602,210.093,13.1807,622.977,1e-28,113.587,11.9514,6.33779,8.92661,38.3355,19.647,15.0133,179.149,20.8164,1e-28,12.3038,10.2508,17.0806,11.0455,592.121,431.717,124.862,325.019,1092.39,773.61,945.188,712.303,1043.05,1109.5,111.213,1206.43,1027.1,334.105,1449.92,113.493,663.544,647.275,1162.63,1173.85,1681.09,1078.72,43.9779,124.621,3.5788,731.553,741.48,1079.44,440.471,110.914,16.9266,225.239,350.444,151.165,42.7122,94.4456,994.353,210.814,277.133,220.065,87.2091,779.451,1282.63,243.61,268.117,3.17108,691.907,347.903,34.7485,62.3186,201.673,124.629,1616.22,1234.83,581.849,829.934,732.288,171.604,191.928,105.437,283.954,64.9338,461.539,202.549,110.161
"C02242",18.1549,975.084,1339.96,1026.95,2814.09,1097.78,1412.11,2922.87,2110.13,2080.03,1128.91,2400.26,8.70935,1691.62,1592.36,1333.2,2855.4,2093.69,1525.93,2023.98,1879.99,706.266,522.476,506.236,1070.59,4310.73,4972.48,5119.53,4347.78,1132.73,545.265,1094.78,474.339,4058.19,4052.8,1452.24,3836.59,1437.82,2917.33,1772.6,3802.67,775.427,834.074,1515.15,1132.38,486.123,1268.87,1892.39,489.814,1676.25,742.884,95.8094,1157.94,1668.09,694.223,48.0106,569.487,1805.05,9.74168,3290.42,441.588,3666.68,1893.43,1202.97,2288.81,498.669,91.2696,438.503,1761.45,890.79,1394.71,2295.61,2057.46,2327.53,2547.32,69.6265,1692.3,497.267,2002.12,488.663,413.558,2176.51,1153.01,3302.65,988.276,1570.45,361.874,794.722,846.9,1501.79,2132.39,2717.85,520.781,1488.78,2024.29,586.812,1836.57,391.604,2422.92,1694.04,1732.67,2429.15,21.6303,1131.77,22.445,2325.45,1188.38,2263.64,1119.82,1264.79,1e-28,28.1153,75.0887,12.8018,3177.47,4558.39,14.4592,1939.22,31.0613,3535.14,15.2414,18.4242,2672.94,420.359,1923.57,11.4786,2511.08,726.35,727.685,1403.23,2421.61,1437.33,1569.44,371.01,1606.03,968.747,1310.9,1180.15,2541.69,1564.08,2365.67,105.794,766.128,13.1874,2065.24,8.46775,1280.81,20.4331,1779.88,2477.71,1e-28,636.38,2148.4,1042.32,1533.91,889.185,94.5015,3047.81,265.771,1601.84,904.623,487.639,311.704,782.238,1136.34,120.585,743.043,440.53,3820.16,703.458,76.2182,895.546,483.412,1561.33,754.031,805.803,693.507,1560.19,1056.91,1863.01,205.938,49.7773,2941.92,510.701,2451.86,1347.32,2506,1467.79,2032.46,25.9144,1711.47,759.611,166.3,891.033,3479.04,62.0526,2212.44,3830.75,597.231,1395.12,1209.97,2902.08,3496.91,2058.33,1406.67,2187.71,351.791,2472.15,4528.02,3644.8,48.0615,2882.04,2051.84,1793.32,354.74,1767.54,692.566,1623.78,3256.92,2214.57
"C02356",356.396,12.3401,791.694,19.8677,265.094,7841.86,15.3182,250.658,341.89,4056.1,843.62,65.8817,10.1573,35.3852,86.0906,950.261,2246.22,100.885,989.926,1844.36,4813.04,9038.28,323.352,245.529,1086.07,262.825,297.3,893.65,876.781,612.285,437.812,949.275,622.109,527.577,567.115,696.962,78.974,538.057,895.743,206.618,453.31,360.271,3638.04,177.608,130.138,386.958,1305.16,184.112,1077.34,285.89,781.206,68.9052,1164.73,823.195,1935.62,43.8185,35.2663,1064.06,24.9017,28.4954,191.646,3167.18,441.255,1494.46,243.75,1906.8,1067.79,70.593,52.2122,404.977,326.785,448.974,368.891,365.638,173.658,298.189,247.143,3288.49,780.887,684.013,732.337,654.821,4349.15,138.908,2264.91,456.449,4087.98,116.754,879.409,449.33,259.563,967.826,126.197,1154.79,55.4083,2437.57,1095.98,153.066,130.936,144.498,107.964,492.493,15.357,116.576,21.3496,8.50441,45.1887,105.336,142.593,53.6537,9.69961,5583.68,11.2719,13.2673,53.8397,50.8123,33.9241,46.0675,28.2648,120.448,13.9701,18.061,29.4803,12.0516,62.1021,22.7682,52.3295,2132.41,759.271,802.99,212.459,284.876,93.7563,87.1465,153.611,70.1929,15.4093,387.404,24.7285,255.878,2867.9,46.6631,125.658,13.2783,330.389,20.4962,236.74,18.9814,215.811,33.7866,16.0381,518.01,51.0879,88.0569,103.06,179.557,241.973,122.812,135.153,416.701,626.586,1627.8,111.457,221.081,525.755,387.977,225.176,249.582,83.4654,136.453,64.8038,836.012,162.619,260.304,98.3661,101.962,295.343,717.265,117.967,2096.18,85.7941,80.3255,3084.89,70.8319,20.0608,79.0992,29.8114,12.2099,53.7086,232.796,515.085,892.041,22.0669,194.952,114.619,54.966,1173.06,454.597,94.4172,89.0803,4411.75,195.958,264.003,354.73,1952.86,380.889,517.024,168.758,137.159,309.185,121.682,2127.34,36.5204,368.781,7011.93,102.918,105.317,941.291,84.6731,490.023
"C02528",950.8023,32.5649,1e-28,6546.6444,2429.4092,15027.713,19961.078,10310.852,11879.255,13329.432,5431.3006,739.7122,11104.3652,1483.8119,4985.9743,221.8694,1e-28,8310.4609,10495.156,27599.345,64.3809,26732.762,2755.8562,3945.1632,298.917,9156.9186,178.3232,1e-28,1943.6437,9529.203,1e-28,13035.242,87.1613,11776.288,387.6558,1e-28,782.2856,21264.799,590.08631,926.3393,4187.3362,200.8199,35765.638,4361.1459,27772.495,1077.5288,2381.8232,30904.837,66778.96,23132.204,24429.532,1055.5857,525.6062,3842.5528,18637.186,1502.3104,22732.755,22645.112,767.863,1450.375,58918.75,8174.4964,8964.649,797.6188,6936.075,1385.7993,325.922,1786.9841,16872.781,1e-28,18865.751,13498.068,3708.5619,11041.6573,1462.229,330.435,17471.862,5461.8238,4599.3775,15090.258,1e-28,1998.1606,805.162,220.5589,2218.6539,25371.505,24834.272,26003.279,15107.889,73866.36,2024.3448,352.152,4620.946,13861.373,6731.7076,19495.786,2753.7078,139.7783,34606.708,2394.9367,10593.577,7638.6332,2250.9928,1303.3685,255.8092,1e-28,10069.6268,614.134,46320.065,18858.732,111.127,12306.678,155.6699,252.8562,1e-28,36.36538,101.954,18140.518,87.1992,5163.8266,417.537,696.7388,774.7102,119.797,15067.483,691.154,35.138,27622.195,46313.326,36869.571,34495.895,48713.371,50590.071,2201.7994,27991.902,10950.381,375.0085,69921.89,15772.611,23886.324,27796.17,264.7356,8703.7971,85.1312,6027.6941,497.699,5264.678,434.135,24841.614,35347.019,36.3245,6813.4922,2217.9278,15793.467,4243.0008,712.2874,1141.1677,1e-28,335.4337,249.9535,1724.4622,1e-28,434.8177,829.6677,1e-28,3015.2602,5414.8097,1143.793,1256.4683,3212.4968,11.1722,1740.1726,182.692,18698.676,14789.201,1354.4051,60.3139,31473.886,3371.783,15090.156,763.9687,185.4913,18919.048,1900.5499,620.2423,34184.927,117.0228,9517.0611,224.4064,60.5553,467.453,1949.5017,73.2662,56729.356,1827.1849,14.8282,26535.443,603.647,323.51355,9468.576,35844.168,9388.6758,292.343,1221.0967,809.9213,28768.917,1303.7453,1549.7662,697.9597,87.1334,498.4473,2810.3908,642.3642,937.26167,21431.572,1e-28,737.0116,27594.362,525.016,10975.479
"C02592",445.112,1e-28,1e-28,365.399,1e-28,1e-28,54.9822,31.5552,63.5703,1e-28,121.654,471.959,145.828,1e-28,130.549,20.8361,1e-28,68.4143,1e-28,649.574,241.333,1e-28,48.8765,41.287,1e-28,1e-28,1e-28,52.5784,226.498,1e-28,5.32481,15.4304,1e-28,1e-28,1e-28,479.131,38.9755,1e-28,15.2206,1e-28,192.155,1e-28,21.1146,239.106,10.1332,38.1879,1e-28,1e-28,18.8362,1e-28,1e-28,1e-28,350.079,26.2352,1e-28,27.3134,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,3854.64,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,25.109,200.252,114.092,192.758,214.531,295.226,1e-28,1e-28,1e-28,137.912,1e-28,1e-28,543.294,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,71.5344,125.12,1e-28,1e-28,13013.7,652.837,19.804,720.864,1e-28,20.0895,1005.45,98.093,6.24727,16.474,170.768,1e-28,1e-28,189.501,47.1657,1e-28,1e-28,44.0048,1e-28,25.2914,70.7391,1e-28,1e-28,1e-28,1e-28,1e-28,30.5514,1e-28,1e-28,394.525,1e-28,1e-28,1e-28,25.8486,1e-28,1e-28,1e-28,1e-28,1e-28,53.0129,1e-28,1e-28,17.6612,1e-28,1e-28,1e-28,65.2369,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,217.408,619.199,1e-28,1e-28,50.3939,47.4554,130.129,1e-28,54.6458,54.374,1e-28,33.3386,1e-28,1e-28,1e-28,1e-28,23.0041,22.5686,937.403,1e-28,15.6734,48.9583,1e-28,1e-28,1e-28,1e-28,28.1574,96.51,1e-28,1e-28,1e-28,65.9455,38.2885,1e-28,1e-28,83.3602,1e-28,1e-28,11.7426,88.9963,1e-28,1e-28,181.614,1e-28,54.8895,233.988,1e-28,65.0697,1e-28,35.6173,326.482,53.5138,82.473,1e-28,27.0107,47.6188,1e-28,1e-28,1e-28,93.5184,22.7896,1e-28,1e-28,35.2589,1e-28,903.381,1e-28,1e-28,1e-28,1e-28,1e-28,124.505,82.3536
"C02630",202.812,134.078,3340.93,409.949,1224.01,1117.62,146.085,882.498,1382.11,645.519,518.777,757.059,259.065,369.582,1093.64,1435.54,1907.53,1773.84,1425.06,194.331,1134.08,8292.87,2538.9,46.5008,1449.58,1102.62,507.629,522.314,1336.05,167.396,779.181,1898.8,581.716,1059.05,386.49,385.78,384.202,3412.52,433.562,731.863,523.85,687.822,981.701,56.8718,214.758,510.577,565.745,6115.06,1654.54,1080.63,23.6465,876.415,219.393,27.6695,348.068,665.351,415.252,334.779,138.725,496.326,2910.35,1192.9,111.517,253.744,292.744,275.855,342.418,232.901,1136.53,393.584,43.2844,1714.19,101.168,1577.41,139.463,4613.85,812.234,146.927,1e-28,783.85,513.315,987.441,625.114,864.573,1690.73,1e-28,2796.49,0.295502,218.58,140.688,963.308,197.928,816.524,90.219,1492.53,2375.19,326.388,536.74,15278.9,146.432,20.1802,202.335,498.636,54.0447,975.468,591.722,38.014,1068.89,198.875,869.413,627.267,541.236,794.053,760.962,471.347,114.855,208.004,455.166,698.23,2728.28,180.097,1376.22,1111.66,654.12,294.66,2667.91,138.166,168.122,179.26,11.9373,3318.66,590.527,250.966,298.517,709.921,122.571,382.461,951.284,783.239,1238.26,1899.85,3252.15,664.011,231.082,553.591,642.658,99.2222,578.321,102.37,1305.38,93.6678,117.828,1016.9,127.07,727.845,363.652,282.211,109.094,52.2563,2653.24,93.1667,175.83,63.7216,260.95,142.367,576.271,523.308,10.6681,1676.65,222.794,1.45337,121.281,143.706,1181.07,174.279,419.605,554.654,521.366,136.845,72.3782,101.135,192.915,62.0885,283.188,839.97,367.029,48.4799,1645,204.755,172.366,115.734,571.659,354.844,1667.88,394.844,670.486,113.547,3258.56,60.9459,11.8099,1341.99,193.076,754.831,141.989,1222.01,704.49,406.797,435.479,225.521,42.7708,383.626,519.211,158.699,103.159,6530.4,1603.43,725.578,961.179,101.083,511.425
