"","PRISM|7122","PRISM|7147","PRISM|7150","PRISM|7153","PRISM|7184","PRISM|7238","PRISM|7406","PRISM|7408","PRISM|7421","PRISM|7445","PRISM|7486","PRISM|7496","PRISM|7506","PRISM|7547","PRISM|7658","PRISM|7662","PRISM|7744","PRISM|7759","PRISM|7762","PRISM|7776","PRISM|7791","PRISM|7843","PRISM|7847","PRISM|7852","PRISM|7855","PRISM|7858","PRISM|7860","PRISM|7861","PRISM|7862","PRISM|7870","PRISM|7874","PRISM|7875","PRISM|7879","PRISM|7897","PRISM|7899","PRISM|7904","PRISM|7906","PRISM|7908","PRISM|7909","PRISM|7910","PRISM|7911","PRISM|7912","PRISM|7938","PRISM|7941","PRISM|7947","PRISM|7948","PRISM|7955","PRISM|7971","PRISM|7989","PRISM|8095","PRISM|8096","PRISM|8101","PRISM|8106","PRISM|8129","PRISM|8226","PRISM|8244","PRISM|8264","PRISM|8275","PRISM|8283","PRISM|8332","PRISM|8336","PRISM|8361","PRISM|8374","PRISM|8377","PRISM|8406","PRISM|8441","PRISM|8444","PRISM|8447","PRISM|8452","PRISM|8458","PRISM|8462","PRISM|8464","PRISM|8466","PRISM|8467","PRISM|8475","PRISM|8480","PRISM|8483","PRISM|8485","PRISM|8496","PRISM|8502","PRISM|8503","PRISM|8511","PRISM|8513","PRISM|8515","PRISM|8523","PRISM|8534","PRISM|8537","PRISM|8550","PRISM|8564","PRISM|8565","PRISM|8573","PRISM|8577","PRISM|8589","PRISM|8591","PRISM|8592","PRISM|8605","PRISM|8624","PRISM|8628","PRISM|8629","PRISM|8667","PRISM|8675","PRISM|8683","PRISM|8692","PRISM|8696","PRISM|8728","PRISM|8734","PRISM|8735","PRISM|8746","PRISM|8749","PRISM|8753","PRISM|8754","PRISM|8758","PRISM|8764","PRISM|8765","PRISM|8774","PRISM|8776","PRISM|8778","PRISM|8783","PRISM|8784","PRISM|8785","PRISM|8788","PRISM|8789","PRISM|8794","PRISM|8795","PRISM|8800","PRISM|8802","PRISM|8803","PRISM|8805","PRISM|8806","PRISM|8807","PRISM|8809","PRISM|8815","PRISM|8841","PRISM|8843","PRISM|8844","PRISM|8846","PRISM|8847","PRISM|8849","PRISM|8878","PRISM|8882","PRISM|8892","PRISM|8894","PRISM|8898","PRISM|8924","PRISM|8932","PRISM|8982","PRISM|8998","PRISM|9010","PRISM|9018","PRISM|9030","PRISM|9033","PRISM|9074","PRISM|9079","PRISM|9126","PRISM|9148","Validation|LLDeep_0001","Validation|LLDeep_0003","Validation|LLDeep_0010","Validation|LLDeep_0011","Validation|LLDeep_0012","Validation|LLDeep_0015","Validation|LLDeep_0018","Validation|LLDeep_0021","Validation|LLDeep_0022","Validation|LLDeep_0024","Validation|LLDeep_0026","Validation|LLDeep_0027","Validation|LLDeep_0028","Validation|LLDeep_0029","Validation|LLDeep_0030","Validation|LLDeep_0033","Validation|LLDeep_0034","Validation|LLDeep_0037","Validation|LLDeep_0039","Validation|LLDeep_0043","Validation|LLDeep_0047","Validation|LLDeep_0052","Validation|UMCG0333264","Validation|UMCG1180653","Validation|UMCG1576297","Validation|UMCG1705352","Validation|UMCG1708847","Validation|UMCG2023308","Validation|UMCG2136686","Validation|UMCG2739287","Validation|UMCG2788516","Validation|UMCG3243705","Validation|UMCG3299495","Validation|UMCG3321127","Validation|UMCG3595094","Validation|UMCG3748218","Validation|UMCG4000898","Validation|UMCG4081271","Validation|UMCG4268471","Validation|UMCG4722506","Validation|UMCG4789724","Validation|UMCG4851027","Validation|UMCG5113553","Validation|UMCG5308346","Validation|UMCG5437940","Validation|UMCG5613882","Validation|UMCG5792346","Validation|UMCG5921444","Validation|UMCG6047689","Validation|UMCG6054655","Validation|UMCG6262744","Validation|UMCG6628208","Validation|UMCG6720116","Validation|UMCG6738619","Validation|UMCG6868484","Validation|UMCG6966873","Validation|UMCG7115152","Validation|UMCG7198526","Validation|UMCG7563651","Validation|UMCG8089650","Validation|UMCG8255148","Validation|UMCG8438880","Validation|UMCG9119812","Validation|UMCG9189151","Validation|UMCG9830707"
"K01466",0.48,0.356,6.59,0.847,0.218,0.108,20.518,9.579,0.559,30.973,0.246,0,0.442,0.078,0.072,0.206,0.207,0.75,0.798,0,0.085,0.557,0,29.453,1.528,0.039,0.274,0,0.063,0,0,0,0,0.82,0,0,0,0.58,0,1.183,0.154,0.122,18.857,3.741,3.331,1.682,0.731,3.666,44.389,8.189,2.403,0,2.383,0.046,13.167,0.072,57.436,0.586,0.02,0,0.054,0,4.634,7.521,1.094,0.106,0,0.179,0.203,1.941,0.464,0.663,3.72,0.136,57.579,0,18.249,2.268,3.059,6.448,0.129,0.269,0.026,0.151,1.297,1.345,11.787,5.062,1.685,0,0,0,0.058,7.788,0.218,1.05,0.266,0.088,0.205,15.701,1.284,0,0.463,1.026,0.275,1.812,1.697,24.988,9.356,8.24,1.681,0.412,0.008,0.272,0.633,3.762,1.267,1.634,0.363,0.563,0.626,0,0.544,0,2.579,0.125,0.059,16.103,61.762,2.114,78.2,48.251,4.956,1.915,21.716,0.393,1.175,19.275,0,1.542,0.692,0.149,0.266,2.981,9.146,57.264,14.178,0,0,0,0,0.384,0.19,0.286,0.052,0,0.217,0.407,0.562,0,0.288,0,0.123,1.264,0,0.237,0.034,5.33,0,0,2.967,0,0.214,0.852,0,0.134,0,0.068,0,1.302,1.713,0.198,0,0,2.664,4.155,1.908,0.084,0.627,0,0,0.085,0,2.205,0.043,1.598,1.715,0,0.09,6.456,6.063,0,0,0.721,0.285,0.418,0,1.068,0.111,2.291,0,0.65,0.087,0.1,0.143,0,0.147,3.518,0.936,0.085
"K01467",49.688,98.652,69.904,6.203,22.573,163.32,158.635,80.257,45.971,62.294,28.273,8.042,154.54,64.624,16.026,39.711,31.969,46.198,47.816,19.49,18.732,32.523,60.196,175.254,55.009,99.282,56.842,41.81,65.787,28.681,41.112,35.855,89.29,26.422,75.034,49.743,40.24,58.27,37.181,46.033,46.219,52.207,58.48,80.165,168.881,50.716,20.044,85.859,84.73,377.961,44.12,62.899,84.869,31.2,112.099,136.079,188.274,37.953,96.015,50.746,73.673,12.586,60.214,43.292,85.567,115.731,129.7,36.686,5.29,48.665,18.08,112.395,80.843,53.318,138.497,5.705,58.034,30.051,33.379,6.604,35.199,48.693,17.532,7.051,45.062,20.826,145.136,19.206,60.721,83.272,7.43,51.532,26.954,65.889,19.472,24.632,81.661,41.448,144.872,91.274,63.546,83.523,52.511,64.533,37.769,29.729,54.442,95.174,603.233,131.442,31.525,26.053,78.034,30.566,115.084,23.713,77.419,335.836,71.512,116.665,46.891,46.992,66.975,61.186,96.875,45.574,46.599,22.638,107.564,123.071,153.736,150.655,85.62,139.376,712.086,86.325,133.169,27.138,103.121,44.395,36.54,82.423,41.829,36.623,37.34,77.896,147.326,89.338,47.042,73.624,64.544,26.003,35.378,65.613,304.316,19.964,31.149,28.661,55.475,20.454,26.823,42.934,27.131,37.279,29.088,13.078,14.152,45.767,34.099,20.606,46.927,10.793,29.466,20.51,8.155,21.71,25.664,16.706,17.531,54.175,31.682,31.993,27.184,34.649,162.046,86.952,30.202,69.891,53.702,14.716,31.212,52.918,28.071,53.435,13.663,29.521,63.206,58.427,13.029,86.939,64.669,43.006,32.606,38.298,34.468,20.946,32.302,40.739,29.642,33.414,33.121,32.929,28.625,33.809,51.041,10.999,15.439,69.525,43.679,40.331
"K01468",143.83,57.689,86.691,75.336,21.075,115.637,3.133,118.225,62.723,28.25,29.6,5.063,103.079,99.131,12.064,35.423,14.285,18.639,35.745,11.33,8.692,44.566,83.681,34.216,41.183,26.158,58.969,9.668,38.551,8.412,45.449,1.55,43.819,17.281,94.899,46.291,12.645,23.987,39.37,20.762,6.835,70.997,9.491,29.047,73.734,30.859,9.947,24.947,44.525,130.642,34.279,103.792,17.577,15.065,65.831,106.327,1.497,31.223,84.678,56.938,3.127,24.423,54.211,19.486,84.108,24.387,41.481,18.81,0.891,41.511,35.219,12.352,83.927,61.309,24.526,7.957,55.887,56.565,15.563,4.096,49.633,9.802,74.064,7.79,52.311,65.775,33.556,54.364,53.23,50.932,4.586,55.692,5.701,15.932,7.289,27.286,51.705,39.135,2.078,105.185,11.058,7.841,74.042,54.274,52.696,99.441,43.06,1.347,134.681,126.575,42.461,5.149,75.953,39.334,82.876,26.928,84.889,91.653,65.201,86.938,39.643,31.648,59.387,81.633,79.936,50.201,86.352,3.225,25.12,110.54,6.991,2.541,123.967,138.525,99.67,53.517,95.976,4.67,124.876,18.35,1.582,84.98,49.929,28.967,69.186,79.503,97.414,88.068,41.951,49.8,20.125,17.807,36.84,83.355,109.522,11.931,21.509,32.45,33.879,13.469,13.667,26.236,34.223,25.129,6.573,1.76,12.834,10.644,9.277,5.95,30.729,2.127,22.147,19.763,2.31,16.18,8.625,6.658,4.959,62.944,25.229,33.329,18.367,43.156,39.94,33.347,11.608,66.078,47.049,10.692,22.95,46.824,20.349,26.304,13.646,48.485,9.251,48.681,60.994,34.643,5.407,38.13,8.882,18.658,25.078,17.735,24.708,31.369,22.507,30.461,7.501,42.783,38.813,26.612,2.815,2.453,18.988,17.582,20.107,29.291
"K01469",0,0.105,0.082,0,0,0,0,0,0,0,0,0,0.158,0.276,0,0,0.869,0,0,0,0,0,0,0,0,0,0,0,0.346,0,0,0,0,0,0,0,0,0.94,0,0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0.207,0,0,0,0.418,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374,1.017,0.575,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0.922
"K01470",6.045,2.021,1.039,1.014,1.72,0.636,0,0.941,0.925,4.794,2.306,0.148,1.874,1.191,2.332,3.585,21.881,0.72,2.12,0.187,2.403,0.944,0.353,0,1.531,0.534,1.776,0.448,0.542,0.78,0.101,0,0.751,14.53,0.249,0,1.134,1.604,2.935,0.687,0.281,0.247,5.135,13.78,0,10.716,0,0,2.13,19.188,2.458,0.464,2.312,0.172,2.557,2.406,0,0.346,0.516,4.801,0,0.287,15.453,2.889,2.059,0,3.619,0.11,0,2.769,0,0.525,0.797,2.164,0.202,0,1.426,1.153,3.611,0,0.183,8.3,0.472,0,0.231,0.478,0,51.045,2.006,0,0.315,4.347,0.908,15.862,23.243,1.156,5.881,0.981,0,2.27,0.23,0.652,0.652,3.226,2.012,19.94,1.26,119.632,0,0.881,0.375,7.047,0.307,0.428,2.682,1.557,0.201,2.975,1.768,1.511,4.032,0.526,1.907,2.603,0.899,0.076,1.864,15.299,0,8.964,0,0.174,0.299,1.079,0,5.185,2.706,0.072,1.13,0,3.016,0.411,4.141,1.717,0,0.113,7.136,0.803,6.233,4.078,2.16,10.514,0.266,0.473,1.268,2.743,0,4.342,0.387,0,0,0,0.565,0,23.772,0,0,2.418,0,0,0.188,30.089,0,0,34.318,0,0.08,0,23.985,3.646,1.632,3.272,0,0.153,3.48,2.442,4.455,0,1.977,1,12.2,0,0.591,0,30.693,0,0,1.777,0.172,14.187,4.551,14.251,0.592,23.537,0.267,0,0,16.125,23.22,5.442,61.735,4.045,1.676,1.313,0,0,0,0,2.249,0.698
"K01471",0,0.3,1.077,0.108,0.295,0.051,3.001,1.911,3.334,0.849,0.051,1.312,0,0.134,3.821,0.287,0.055,1.091,0.076,6.366,0.026,0.027,0.847,0,0.861,0.167,1.719,0.597,0.592,0,0,0,0.112,7.965,0.258,0.174,3.97,0.024,0.222,0.331,0.021,3.621,19.69,0.437,0,0.056,0.223,1.277,0.168,0.416,0.106,0.078,0.095,0.192,1.641,0.059,0.072,0.189,0,0.193,12.701,0,0.029,0.027,0.399,0.143,0.755,0,0.187,0.328,8.221,2.2,0.188,0.159,0.075,0,0.089,0,0.478,0,0.516,0.05,0.024,2.775,0.173,41.363,0.323,0,1.848,0.116,0.585,10.364,0.566,2.102,2.144,0,0,1.006,0.379,0.042,0.056,2.913,0,0.37,0.048,0.045,12.957,18.516,0.524,0.088,0.278,1.378,0.137,0.053,0.057,0.079,0,0,0.041,0.049,0.052,0.093,0.813,0.057,0.159,0.026,0.463,0.063,0.015,0.06,0.078,0.041,0.691,0.805,0,2.039,0.129,0.261,0,1.657,0.099,0.214,0,0.056,15.541,8.3,0,0.113,0,0,0.324,1.225,0,0.181,0.172,0.069,0.317,0.755,2.51,0.197,0.082,0.691,0.165,0.236,0.699,0.831,0.033,0,0,0.825,0,0.227,0.087,0.659,0.822,0.063,0.45,0.346,0,0.653,4.493,0,0.595,0.381,0.074,0,1.23,0,0,3.182,2.765,2.608,0.081,17.288,4.322,0.663,0.893,1.846,0.516,0.113,0.097,0.476,0,0,3.779,6.925,2.162,13.296,0.343,1.467,0.119,0.175,0.041,5.665,0.405,0.175,0,0,0.091,0.51
"K01473",0,0,0.093,0,1.848,0,0,0,0,0,0,0,0,0,0,0.359,0,15.344,0,0.372,2.585,0,0,0,0,6.413,0,0,1.891,0,0,0,0.334,0.584,0,0,0,1.606,0.292,0,0,0.548,0,0.03,0,0,0.015,1.405,0,0,0,0,0,0,0,0,0,0.045,0.227,0.103,0,0,2.871,0,4.476,0,0,0.037,0,0,0,0,0,0.042,0,0,0,0,0,0,0,4.801,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.011,0,0,0,0,0.009,0,0.109,0,1.687,0.01,0.061,0,0.022,0.07,0,0.275,2.196,0,0,0,0,0,1.282,15.19,0,0,1.115,0,0,0,2.043,0,0,0,0,0,0,0,0,0.075,0.024,0,0,0,0,0,0,3.491,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652,0,0,0,0,0,0,0,0,4.293,0,2.104,0,0,0,0,0.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.255,0,0,0.373,0,0,0,0,0.161,0,0,0,8.532,0,2.807,0
"K01476",29.093,1.815,0.829,2.011,3.297,22.173,0,7.699,2.332,0,2.888,1.221,8.346,6.832,0.73,3.688,3.601,2.909,8.982,2.254,0.63,0,5.779,0.552,3.898,1.822,1.31,1.545,2.774,0.655,1.127,0,2.967,1.203,8.686,2.391,0.5,0.719,4.048,1.604,1.091,0.853,1.162,4.061,0,4.878,0.69,2.068,0,0,1.173,5.287,6.682,3.066,4.458,10.903,0,0.958,3.869,4.685,0,5.913,4.917,0.094,1.239,1.604,3.073,3.981,0,3.639,1.464,1.773,4.966,6.4,4.227,0,2.658,46.946,1.1,0,2.009,4.406,2.78,2.391,1.321,0,0,9.615,15.97,5.55,2.728,2.535,0,16.425,0.106,1.934,6.668,1.558,0.134,4.295,0.374,0.589,1.803,2.973,17.206,2.204,1.022,0,26.384,2.135,7.791,68.974,10.995,1.344,2.513,1.667,7.205,19.539,3.171,21.095,2.272,1.767,1.308,4.139,3.898,17.593,7.093,0.984,0,9.278,0,0.524,0.127,10.208,43.032,9.629,10.245,9.239,8.458,0.561,0.234,2.302,2.129,6.291,68.195,0.824,4.577,7.145,0.84,2.273,0.398,4.252,0,11.666,15.519,1.801,0.843,4.022,6.736,0.628,1.799,1.573,9.002,1.659,1.12,0.81,1.421,2.333,0.717,1.126,2.963,1.405,2.728,0.298,0.532,1.696,1.397,0.343,2.744,0,6.325,4.042,0,4.408,1.348,0.74,2.647,3.413,5.165,7.464,4.381,3.259,3.438,0,2.12,2.723,1.732,2.293,0.92,2.049,2.541,5.916,2.48,3.711,3.161,0.447,0,2.095,4.577,3.262,1.372,7.559,2.689,1.061,0,1.479,1.757,1.662,0.77,2.546
"K01477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K01478",13.63,15.761,29.616,4.504,27.297,43.231,27.469,29.841,8.194,29.011,20.592,156.905,27.328,19.601,10.062,28.428,19.943,3.428,43.597,86.985,42.348,48.991,7.38,9.568,6.507,16.899,39.673,62.888,13.576,9.905,38.09,0,34.545,52.395,13.215,26.286,22.495,6.403,34.426,18.142,21.466,16.622,27.053,8.67,0.385,5.955,21.93,18.751,1.974,39.776,1.785,13.678,3.019,7.205,20.003,15.877,10.135,67.086,27.385,16.896,62.262,34.501,30.159,28.349,40.72,23.71,26.424,85.876,1.363,40.972,41.382,9.764,17.945,6.305,7.231,2.81,29.593,10.374,38.401,5.078,21.874,15.214,8.557,301.851,4.385,65.976,13.639,11.013,9.165,5.651,33.484,38.421,20.256,18.542,20.421,6.325,13.069,42.099,14.159,27.154,3.033,5.284,13.892,3.408,29.715,12.316,17.804,19.843,19.835,17.71,20.76,82.566,28.888,18.509,14.777,14.189,19.072,9.792,11.001,10.2,4.683,16.694,7.744,7.619,15.194,8.097,14.711,8.844,61.442,3.463,96.649,42.007,3.904,10.381,26.382,4.657,17.982,4.587,11.596,3.069,3.429,26.801,27.348,14.879,17.813,21.684,6.907,15.002,6.824,29.8,30.95,25.631,9.148,20.782,26.437,9.326,4.179,15.589,21.424,26.681,29.579,21.306,14.432,16.719,20.541,37.903,17.472,40.239,28.494,29.53,20.207,47.917,11.638,17.397,115.506,15.929,24.081,31.567,63.466,0.686,30.27,11.036,6.77,48.557,24.809,3.742,15.41,26.822,12.771,65.509,12.278,23.823,59.085,43.235,62.782,47.679,7.557,9.601,20.926,13.157,4.938,47.996,32.809,25.857,12.73,41.836,20.677,50.095,24.646,51.4,39.847,17.173,11.891,73.887,110.297,69.127,8.921,4.796,20.042,9.442
"K01479",0.356,0.186,0.906,2.576,0.848,0.965,0.32,7.753,1.546,28.971,1.508,0.657,1.053,0.697,2.169,6.589,1.229,0.377,1.013,3.655,0,0,2.054,38.215,2.64,0.401,1.85,0.847,2.322,1.461,0,0,0.89,15.046,3.199,0.397,2.831,2.186,0.611,1.314,1.127,3.303,3.436,3.63,14.52,1.013,2.402,1.921,2.74,9.247,0.444,1.511,3.503,1.482,1.668,3.969,1.369,1.495,3.014,0.852,3.072,4.886,11.6,0.605,0.705,0.402,0.347,0.615,0,0.99,8.996,3.429,1.367,0,1.148,6.694,0.505,0.615,6.271,1.159,2.635,3.15,4.546,1.962,0.788,67.465,3.171,36.812,14.933,0.88,2.129,6.041,3.075,1.081,3.046,0,2.284,6.184,8.045,3.989,7.754,0.492,3.191,0.304,1.51,1.315,16.467,16.069,5.136,1.746,2.457,4.42,5.127,6.086,3.244,2.589,2.614,1.855,1.48,0.486,1.903,1.278,1.041,0.177,0.152,0.039,2.75,0.255,11.808,0.054,7.636,1.107,92.212,1.208,2.251,8.78,0.814,0.139,1.206,0,0.702,2.661,2.097,0,6.41,5.527,0,3.345,0,0.819,2.762,0.84,1.474,0.821,0.405,1.153,1.308,0,2.354,1.079,0.898,2.509,0.773,1.585,2.299,0.467,1.081,1.091,0.801,0.686,1.38,0.274,0.541,12.239,0.906,0.28,0.726,0.738,2.31,1.936,4.314,2.914,0.142,1.167,0.34,25.073,0.24,5.644,0.554,0.187,5.642,3.338,1.099,23.832,2.015,7.274,0.386,2.49,0.129,0.475,3.733,1.192,0,0.424,2.088,17.018,0.967,11.141,0.209,2.019,3.971,8.129,6.771,6.354,0.545,0,0.822,0,0.137,0.239
"K01480",0.783,27.186,15.967,8.884,43.929,5.508,21.838,11.728,31.655,31.53,97.646,19.917,44.209,14.94,61.78,35.174,35.573,41.271,65.842,29.088,36.465,22.098,31.181,67.086,39.89,52.913,31.385,22.035,58.424,17.408,28.393,19.025,47.016,25.859,31.102,42.544,59.748,61.25,36.655,44.366,33.555,32.411,29.234,5.64,7.34,9.955,39.792,7.873,63.858,13.446,54.348,22.157,1.875,77.465,15.947,10.198,68.132,6.841,17.872,44.03,0,6.978,2.879,12.637,5.047,24.763,40.81,49.204,0.334,15.972,21.985,2.415,8.463,26.86,75.78,0,22.187,5.109,8.896,5.621,47.919,2.75,14.729,1.787,14.243,0,13.247,12.27,27.08,0.429,60.699,48.839,18.36,16.24,30.108,18.187,2.06,61.606,0.322,21.181,4.515,45.801,46.937,44.029,37.685,14.911,38.614,45.109,25.214,3.059,49.462,2.751,16.832,33.056,40.206,22.649,22.582,3.721,14.395,23.886,33.752,33.268,38.771,34.128,26.783,14.404,54.69,21.461,86.253,0.279,81.516,50.602,11.127,6.519,58.63,49.554,15.418,22.8,35.923,34.844,18.296,49.124,32.328,22.116,46.922,31.914,57.149,50.722,43.383,5.095,34.628,0.149,16.598,24.555,30.889,31.836,34.044,22.302,25.12,46.176,47.25,29.994,16.943,20.973,30.105,33.785,34.036,34.431,27.355,38.82,19.092,31.835,34.345,15.289,39.486,39.058,35.35,72.93,43.876,7.088,28.833,38.815,30.902,40.54,29.46,5.32,27.621,34.718,18.729,29.993,60.633,45.897,53.767,10.649,25.985,24.551,8.98,17.031,1.281,10.834,12.332,43.096,44.023,23.006,24.522,3.216,47.441,19.463,16.485,31.348,38.955,4.28,11.121,23.265,1.705,46.054,28.124,15.527,23.72,8.224
"K01482",1.079,1.07,7.136,1.644,0.884,0,0,0.497,4.034,0.474,0,15.57,0.726,2.421,1.032,1.329,0.502,1.292,0.939,0.184,1.901,0.24,0.091,0.308,1.032,2.284,0.846,2.522,1.765,2.009,2.29,0,0.224,0.426,0.213,2.09,1.29,0,2.061,0.353,4.629,0.415,0,3.072,0,1.855,0.983,0,0,0,0.626,0.364,0,3.894,0,1.141,0,6.341,0.655,0.209,0,6.599,0.758,14.691,0.899,1.592,0,0,0,2.666,4.011,3.212,0.322,0.504,0,0,0.797,0,2.327,0,0.303,8.645,0.877,13.302,1.022,0,0,0,1.912,0,1.485,0,1.389,0,3.547,0,1.271,2.769,0,1.312,1.013,0,0.312,0,0.035,0.774,0,0,0,0.091,0.328,0,1.112,0.191,0.289,1.013,0.414,0.954,2.203,0.375,0,0,0.662,2.439,0,1.105,0.772,2.73,0,0,0,0,0.155,0.22,0,1.788,3.833,0,0.178,0,0.692,0,0,3.276,0,0,2.87,0.616,0,0.754,0,0,0,0.922,0.638,0,1.896,7.123,0.297,0,0.407,0,0.535,0,0,0.47,0.387,0.341,0.316,1.398,0.151,0.475,0,5.723,1.409,0.156,1.03,0,0,0,0,0,1.597,4.268,0,0,0,0,6.608,3.118,1.07,1.177,7.04,0,2.118,1.237,0,0.61,2.481,2.256,1.145,2.177,0.874,1.283,6.277,1.116,8.235,0.347,2.882,2.791,0.945,7.507,6.302,3.256,0,0,6.868,1.42,0.811,3.145
"K01483",0,0,6.121,0.445,0.104,0,11.687,7.573,0,24.413,0,0,0.029,0,0,0,0,0.86,0,0,0.512,0.902,0,0,1.572,0,0,0,0,0,0.114,0,0,0.379,0,0,0,0,0,0.166,8.854,0,19.218,4.031,0,0.32,0.357,3.841,27.436,5.515,0,0,0.67,0,8.693,0,31.032,0.674,0.045,0.053,0,0,0.962,6.568,0.06,0.107,0,0,0,0.526,0.359,0.8,1.892,0,31.314,0,19.622,1.36,1.753,4.656,0,1.057,0,0.166,0.769,0,6.408,3.123,0.905,0,0,0,0,7.531,0,0,0.125,0,0,12.514,1.613,0,0,0,0,0,0.213,0.037,6.104,0.122,0,0,0,0.27,0,0,0.599,2.037,0,0.056,0.528,0,0,0,0,0,0,2.002,34.319,0,37.725,24.309,2.912,1.408,18.315,0.327,0.124,11.56,0,2.937,0.769,0.213,0.221,0.293,6.977,10.493,2.504,0,0,0,0,0,0,0.346,0,0,0.28,0,0.221,0,0.171,0,0.383,0,0,0,0,5.336,0,0,1.474,0,0,0.415,0,0.111,0,0.251,0,1.226,0.402,0,0,0,0,1.709,0.271,0,0,0,0,0,0,2.509,0,0.876,0,0,0,2.959,4.172,0,0,0,0,0,0,0,0.146,1.232,0,0.152,0,0.276,1.516,0,0,1.263,0,0.351
"K01484",0,0,3.557,0.661,0,0,12.319,5.629,0.127,16.146,0.055,0,0.05,0,0,0,0.03,0.22,0,0,0.058,0.36,0,0,0.466,0,0,0,0,0,0,0.179,0,0.495,0,0,0,0,0,0.768,4.667,0,9.323,2.348,1.053,1.194,0.049,2.639,30.134,5.889,0,0,0.926,0.139,8.56,0,31.119,0.38,0.018,0.089,0,0,0.159,5.324,0.128,0.052,0,0,0,0.744,0.078,0.43,2.829,0,40.634,0,8.193,2.875,0.642,3.15,0,0.353,0.08,0.076,0.47,0,6.028,4.17,0.52,0.202,0,0,0,2.577,0.033,0,0.077,0,0.049,11.712,0.544,0,0,0.026,0,0,0.337,42.936,5.013,0.401,0.063,0,0,0.238,0.035,0.069,0.366,0.917,0,0.018,0.123,0,0.027,0,0,0,0.039,3.469,45.673,0,48.861,36.103,3.269,0.882,11.407,0.386,0.715,12.888,0,1.323,0.505,0,0.815,0.182,4.586,4.991,2.768,0,0.143,0,0,0.196,0,0.097,0,0,0.773,0.199,0.027,0,0,0.06,0.18,0.129,0,0.078,0.142,1.875,0,0,1.355,0,0.19,1.061,0,0.102,0,0.137,0,1.768,0.556,0,0,0,0,1.094,0,0,0,0,0,0,0,2.923,0.044,1.887,0,0,0,3.481,4.144,0,0,0,0,0,0,0,0.187,1.593,0.129,0.343,0,0,0.244,0,0,1.438,0,0.042
